number	value fitness deviation
  727,	77829.751,45983.789,10277.871


  728,	77829.751,47157.584,9651.366


  729,	77829.751,46677.077,9473.230


  730,	77829.751,46145.786,7123.197


  731,	77829.751,46439.896,6995.811


  732,	77829.751,45445.173,7694.309


  733,	77829.751,45730.781,8760.327


  734,	77829.751,45395.006,6832.104


  735,	77829.751,44334.878,7071.753


  736,	77829.751,42755.245,7339.754


  737,	77829.751,40302.899,8588.454


  738,	77829.751,41115.040,7183.345


  739,	77829.751,37546.966,7112.208


  740,	77829.751,36628.401,6551.115


  741,	77829.751,37165.276,9067.060


  742,	77829.751,36829.466,7430.291


  743,	77829.751,36570.167,8027.651


  744,	77829.751,37538.757,8729.009


  745,	77829.751,37323.336,7686.657


  746,	77829.751,37224.761,7966.487


  747,	77829.751,38374.105,8032.983


  748,	77829.751,38459.945,6181.796


  749,	77829.751,39252.115,6957.736


  750,	77829.751,38506.473,6870.838


  751,	77829.751,38218.108,8778.211


  752,	77829.751,37702.090,6131.651


  753,	77829.751,41332.283,8438.448


  754,	77829.751,42729.863,8659.972


  755,	77829.751,40580.970,8916.862


  756,	77829.751,42209.720,7779.070


  757,	77829.751,42314.788,6668.404


  758,	77829.751,42742.044,6184.194


  759,	77829.751,40829.667,7508.043


  760,	77829.751,44171.429,6159.903


  761,	77829.751,44829.256,7402.467


  762,	77829.751,46279.437,10317.824


  763,	77829.751,47800.784,10606.935


  764,	77829.751,47898.702,9798.899


  765,	77829.751,48373.708,10408.984


  766,	77829.751,46230.789,8416.195


  767,	77829.751,45155.503,8715.288


  768,	77829.751,45772.673,7312.861


  769,	77829.751,45564.892,7712.117


  770,	77829.751,43591.828,9143.489


  771,	77829.751,45534.449,7867.162


  772,	77829.751,42224.536,7055.486


  773,	77829.751,40110.106,6706.278


  774,	77829.751,41858.335,5983.439


  775,	77829.751,45859.004,8873.700


  776,	77829.751,45414.416,9273.017


  777,	77829.751,44570.574,7633.828


  778,	77829.751,43266.063,7701.609


  779,	77829.751,40051.467,8200.970


  780,	77829.751,41365.654,8200.951


  781,	77829.751,41654.674,8427.929


  782,	77829.751,39135.553,8429.407


  783,	77829.751,40009.038,8363.846


  784,	77829.751,41416.230,9173.125


  785,	77829.751,41833.700,7857.326


  786,	77829.751,42230.435,7373.981


  787,	77829.751,45813.231,7177.091


  788,	77829.751,43085.397,7003.218


  789,	77829.751,43935.764,7466.693


  790,	77829.751,42810.567,6780.948


  791,	77829.751,43053.979,9800.708


  792,	77829.751,43386.310,10109.461


  793,	77829.751,41388.897,8999.338


  794,	77829.751,43051.005,7994.779


  795,	77829.751,42772.079,8938.151


  796,	77829.751,42403.334,8720.457


  797,	77829.751,42207.916,9390.261


  798,	77829.751,42145.084,7878.486


  799,	77829.751,41394.063,8669.069


  800,	77829.751,42107.873,8361.906


  801,	77829.751,41548.406,8682.036


  802,	77829.751,41361.274,9622.242


  803,	77829.751,42063.932,9980.971


  804,	77829.751,42033.929,10884.822


  805,	77829.751,42212.311,10654.095


  806,	77829.751,42208.160,11238.328


  807,	77829.751,44188.605,10328.189


  808,	77829.751,43016.150,8723.562


  809,	77829.751,42803.902,8969.489


  810,	77829.751,41713.204,7671.132


  811,	77829.751,42467.286,7661.737


  812,	77829.751,43542.122,7926.654


  813,	77829.751,42791.393,6403.150


  814,	77829.751,42916.528,7522.627


  815,	77829.751,43997.944,6684.009


  816,	77829.751,47228.708,7177.509


  817,	77829.751,46429.564,7583.019


  818,	77829.751,42581.308,8727.356


  819,	77829.751,42683.386,9172.313


  820,	77829.751,42383.814,8325.224


  821,	77829.751,40322.634,8268.493


  822,	77829.751,40832.327,9327.858


  823,	77829.751,43436.856,9641.769


  824,	77829.751,44138.911,9463.159


  825,	77829.751,45913.807,8130.370


  826,	77829.751,47282.703,7513.556


  827,	77829.751,47812.583,5889.605


  828,	77829.751,48041.775,7049.583


  829,	77829.751,46907.439,7552.655


  830,	77829.751,46061.452,7661.602


  831,	77829.751,47179.926,8248.815


  832,	77829.751,45153.708,8469.952


  833,	77829.751,42558.656,8236.116


  834,	77829.751,40972.880,8899.046


  835,	77829.751,41715.430,8577.695


  836,	77829.751,42287.806,9260.720


  837,	77829.751,43114.933,8622.359


  838,	77829.751,44477.137,8357.462


  839,	77829.751,42953.966,10198.066


  840,	77829.751,42351.843,7916.537


  841,	77829.751,43396.050,9024.283


  842,	77829.751,42745.946,8564.388


  843,	77829.751,41038.185,8774.138


  844,	77829.751,38814.113,8661.145


  845,	77829.751,39693.778,9682.403


  846,	77829.751,40681.505,9270.901


  847,	77829.751,40025.892,8534.119


  848,	77829.751,41152.798,9603.157


  849,	77829.751,40968.597,9914.201


  850,	77829.751,41996.313,10620.818


  851,	77829.751,41199.830,10416.858


  852,	77829.751,44421.223,10362.908


  853,	77829.751,44349.048,10214.812


  854,	77829.751,44670.855,10341.171


  855,	77829.751,41831.374,12222.972


  856,	77829.751,44426.868,12539.620


  857,	77829.751,45089.916,9628.380


  858,	77829.751,42689.774,7633.771


  859,	77829.751,43114.580,6740.063


  860,	77829.751,41612.956,6109.900


  861,	77829.751,40908.881,9043.342


  862,	77829.751,40690.428,11228.816


  863,	77829.751,43115.151,9850.309


  864,	77829.751,38817.366,11088.753


  865,	77829.751,39516.522,10112.615


  866,	77829.751,38626.144,8998.331


  867,	77829.751,39099.790,8395.499


  868,	77829.751,40838.945,9014.106


  869,	77829.751,40848.987,7851.172


  870,	77829.751,40207.616,7674.396


  871,	77829.751,41095.432,8317.458


  872,	77829.751,38480.006,9706.543


  873,	77829.751,39383.025,9525.168


  874,	77829.751,36689.398,7859.005


  875,	77829.751,39312.220,5909.850


  876,	77829.751,41618.916,7396.458


  877,	77829.751,40806.201,8011.088


  878,	77829.751,39502.246,8022.804


  879,	77829.751,39933.997,5991.341


  880,	77829.751,40013.397,8524.321


  881,	77829.751,40145.031,8449.739


  882,	77829.751,37516.026,7663.657


  883,	77829.751,37354.553,8852.231


  884,	77829.751,37649.346,7849.647


  885,	77829.751,38845.425,10175.888


  886,	77829.751,39233.172,7884.185


  887,	77829.751,39780.454,10366.190


  888,	77829.751,39628.444,9331.894


  889,	77829.751,39304.153,11421.037


  890,	77829.751,41026.605,8913.205


  891,	77829.751,42278.942,9858.978


  892,	77829.751,45264.624,7454.042


  893,	77829.751,43141.405,7701.217


  894,	77829.751,42315.297,8338.119


  895,	77829.751,45787.550,7598.661


  896,	77829.751,46438.844,7625.825


  897,	77829.751,45762.975,6166.810


  898,	77829.751,46259.099,6002.361


  899,	77829.751,46398.356,6989.352


  900,	77829.751,46538.058,7194.400


  901,	77829.751,46529.727,8302.223


  902,	77829.751,47271.824,6159.554


  903,	77829.751,43659.908,7693.782


  904,	77829.751,44065.627,7356.904


  905,	77829.751,43848.912,7133.531


  906,	77829.751,43402.238,7182.176


  907,	77829.751,41187.936,7468.265


  908,	77829.751,41092.694,6589.667


  909,	77829.751,40062.691,7599.525


  910,	77829.751,41814.546,7069.151


  911,	77829.751,42298.937,7270.441


  912,	77829.751,43670.701,7027.328


  913,	77829.751,43338.933,6115.496


  914,	77829.751,44094.920,7039.836


  915,	77829.751,42670.412,6972.939


  916,	77829.751,43899.344,7304.107


  917,	77829.751,43678.955,7396.875


  918,	77829.751,44262.471,8854.331


  919,	77829.751,44246.033,8938.259


  920,	77829.751,42701.441,10362.006


  921,	77829.751,44223.352,10415.523


  922,	77829.751,42730.971,9390.728


  923,	77829.751,43756.260,7829.496


  924,	77829.751,44735.370,10909.124


  925,	77829.751,46378.537,11109.487


  926,	77829.751,45566.150,10682.145


  927,	77829.751,45684.441,9244.805


  928,	77829.751,43414.146,7432.203


  929,	77829.751,44031.657,7932.705


  930,	77829.751,42929.201,8314.796


  931,	77829.751,43056.939,8209.831


  932,	77829.751,43080.070,7632.077


  933,	77829.751,40698.717,9223.683


  934,	77829.751,38412.889,8513.206


  935,	77829.751,39479.055,8618.236


  936,	77829.751,41968.285,10102.516


  937,	77829.751,44035.226,9757.844


  938,	77829.751,43817.851,7274.768


  939,	77829.751,42930.745,7886.912


  940,	77829.751,41760.236,9224.961


  941,	77829.751,40738.338,6571.714


  942,	77829.751,41400.614,7595.463


  943,	77829.751,41060.213,9025.848


  944,	77829.751,39515.563,8503.720


  945,	77829.751,40544.262,7836.361


  946,	77829.751,39627.323,9150.785


  947,	77829.751,44268.952,10591.783


  948,	77829.751,45218.830,7877.348


  949,	77829.751,43097.550,6290.345


  950,	77829.751,42435.964,6005.144


  951,	77829.751,43556.837,10427.661


  952,	77829.751,45342.731,10712.616


  953,	77829.751,44340.156,11356.810


  954,	77829.751,47374.111,11913.594


  955,	77829.751,46969.676,10734.297


  956,	77829.751,46349.979,9166.034


  957,	77829.751,42420.049,8547.365


  958,	77829.751,43373.481,7347.525


  959,	77829.751,41732.529,7175.083


  960,	77829.751,43143.745,8784.405


  961,	77829.751,41723.664,8775.385


  962,	77829.751,42034.880,7582.244


  963,	77829.751,41515.744,7647.561


  964,	77829.751,40752.952,7408.363


  965,	77829.751,40871.332,7301.729


  966,	77829.751,41263.722,7702.570


  967,	77829.751,42665.229,8708.180


  968,	77829.751,39826.001,7163.719


  969,	77829.751,40446.925,9318.814


  970,	77829.751,42668.524,10841.524


  971,	77829.751,44888.740,10081.145


  972,	77829.751,44975.621,9111.367


  973,	77829.751,44599.107,6731.950


  974,	77829.751,44654.318,9727.553


  975,	77829.751,43721.488,6956.133


  976,	77829.751,42216.823,8798.467


  977,	77829.751,43727.471,8732.020


  978,	77829.751,41745.759,7610.163


  979,	77829.751,39133.570,7513.657


  980,	77829.751,41423.649,6956.590


  981,	77829.751,40463.689,8928.252


  982,	77829.751,41291.275,9356.593


  983,	77829.751,40747.269,8456.317


  984,	77829.751,41994.368,8236.599


  985,	77829.751,44240.657,9179.591


  986,	77829.751,44583.498,10239.722


  987,	77829.751,44439.568,10913.014


  988,	77829.751,43971.809,12942.337


  989,	77829.751,43321.625,10542.570


  990,	77829.751,40788.794,8708.982


  991,	77829.751,40655.435,8222.343


  992,	77829.751,43323.277,9353.202


  993,	77829.751,42283.826,9716.780


  994,	77829.751,40786.958,9860.512


  995,	77829.751,41309.912,8747.693


  996,	77829.751,41125.663,7057.557


  997,	77829.751,43239.572,8180.230


  998,	77829.751,43508.650,7264.834


  999,	77829.751,41727.646,8272.652


 1000,	77829.751,41203.538,7336.027


 1001,	77829.751,39164.139,8840.448


 1002,	77829.751,38804.536,8278.377


 1003,	77829.751,39563.754,9511.369


 1004,	77829.751,41443.035,8853.264


 1005,	77829.751,45263.824,8314.758


 1006,	77829.751,43968.948,9648.144


 1007,	77829.751,46118.077,7676.972


 1008,	77829.751,46262.903,9189.959


 1009,	77829.751,45591.744,9883.757


 1010,	77829.751,42876.709,7534.391


 1011,	77829.751,41410.949,8802.890


 1012,	77829.751,42596.179,8988.078


 1013,	77829.751,44292.351,10522.522


 1014,	77829.751,43864.121,8793.174


 1015,	77829.751,44161.096,9702.342


 1016,	77829.751,43283.843,9914.259


 1017,	77829.751,41816.117,10507.944


 1018,	77829.751,43128.290,8779.698


 1019,	77829.751,43053.435,9845.550


 1020,	77829.751,43797.149,9184.869


 1021,	77829.751,43949.356,9242.247


 1022,	77829.751,47039.453,9465.292


 1023,	77829.751,44912.474,10829.942


 1024,	77829.751,43410.480,8913.965


 1025,	77829.751,42846.587,9432.532


 1026,	77829.751,42208.630,10300.305


 1027,	77829.751,40235.267,10790.623


 1028,	77829.751,44003.738,12589.846


 1029,	77829.751,44641.789,10970.682


 1030,	77829.751,48067.648,9726.774


 1031,	77829.751,45475.212,10937.094


 1032,	77829.751,45760.280,9363.114


 1033,	77829.751,44242.396,6297.041


 1034,	77829.751,45175.307,7278.770


 1035,	77829.751,46174.040,8599.313


 1036,	77829.751,45388.245,9074.794


 1037,	77829.751,43110.925,10764.812


 1038,	77829.751,47388.996,8659.302


 1039,	77829.751,47775.198,8971.152


 1040,	77829.751,48173.638,8982.030


 1041,	77829.751,45619.498,8854.851


 1042,	77829.751,45018.573,7326.115


 1043,	77829.751,40931.656,7673.398


 1044,	77829.751,39940.042,6703.706


 1045,	77829.751,38374.998,7318.058


 1046,	77829.751,37054.860,9006.597


 1047,	77829.751,37974.580,10590.905


 1048,	77829.751,41163.586,11575.732


 1049,	77829.751,41110.009,9605.940


 1050,	77829.751,41907.890,8944.191


 1051,	77829.751,41501.294,9320.847


 1052,	77829.751,42673.491,7493.954


 1053,	77829.751,43101.432,8484.682


 1054,	77829.751,44521.524,9130.257


 1055,	77829.751,43852.760,8945.764


 1056,	77829.751,45326.056,7534.510


 1057,	77829.751,44494.604,10406.496


 1058,	77829.751,44217.575,8329.433


 1059,	77829.751,43883.428,6745.453


 1060,	77829.751,43081.300,8178.891


 1061,	77829.751,44495.704,8505.267


 1062,	77829.751,45622.189,8496.416


 1063,	77829.751,43545.168,6414.238


 1064,	77829.751,42706.763,6615.163


 1065,	77829.751,45132.138,8034.556


 1066,	77829.751,43271.787,8504.294


 1067,	77829.751,41797.314,9970.263


 1068,	77829.751,41013.727,9383.252


 1069,	77829.751,43033.517,9515.349


 1070,	77829.751,40719.710,8716.957


 1071,	77829.751,41172.108,7300.028


 1072,	77829.751,38294.497,6870.720


 1073,	77829.751,37776.118,7587.218


 1074,	77829.751,37589.009,8303.814


 1075,	77829.751,37205.443,7967.785


 1076,	77829.751,36381.815,8680.082


 1077,	77829.751,37359.973,7600.422


 1078,	77829.751,37636.705,7799.926


 1079,	77829.751,34432.182,7127.826


 1080,	77829.751,36260.877,8174.477


 1081,	77829.751,37846.846,8079.917


 1082,	77829.751,37893.586,6544.523


 1083,	77829.751,36629.722,5916.629


 1084,	77829.751,35431.861,6588.678


 1085,	77829.751,37793.476,7056.155


 1086,	77829.751,37201.560,9391.629


 1087,	77829.751,38460.957,9130.446


 1088,	77829.751,39870.862,8445.347


 1089,	77829.751,38424.772,8950.294


 1090,	77829.751,41257.895,7236.688


 1091,	77829.751,41541.393,6531.985


 1092,	77829.751,39786.026,6712.347


 1093,	77829.751,40166.642,6226.402


 1094,	77829.751,39129.402,7596.759


 1095,	77829.751,40119.843,7570.687


 1096,	77829.751,40557.599,9134.396


 1097,	77829.751,45228.033,8685.931


 1098,	77829.751,44180.217,10226.371


 1099,	77829.751,44746.432,9569.059


 1100,	77829.751,44062.695,8593.099


 1101,	77829.751,45257.963,9640.242


 1102,	77829.751,44338.465,10591.911


 1103,	77829.751,43762.222,7147.679


 1104,	77829.751,44684.065,7442.702


 1105,	77829.751,44013.789,7914.793


 1106,	77829.751,43390.953,9250.610


 1107,	77829.751,44668.173,10502.608


 1108,	77829.751,44548.869,10327.138


 1109,	77829.751,43372.617,9947.453


 1110,	77829.751,45363.872,9092.969


 1111,	77829.751,43506.742,7404.530


 1112,	77829.751,41911.028,8174.700


 1113,	77829.751,42584.234,8297.001


 1114,	77829.751,41458.296,6942.166


 1115,	77829.751,40348.900,6851.514


 1116,	77829.751,38302.632,7145.844


 1117,	77829.751,39664.131,9543.706


 1118,	77829.751,41453.235,7429.558


 1119,	77829.751,41083.480,7773.624


 1120,	77829.751,44064.080,7621.138


 1121,	77829.751,44405.578,9540.605


 1122,	77829.751,47347.057,8637.336


 1123,	77829.751,46966.425,6633.178


 1124,	77829.751,44254.482,8109.091


 1125,	77829.751,45377.306,9031.229


 1126,	77829.751,45780.642,9662.730


 1127,	77829.751,44705.966,10073.582


 1128,	77829.751,45327.529,11098.105


 1129,	77829.751,46460.533,10105.745


 1130,	77829.751,48380.801,9351.832


 1131,	77829.751,49808.876,8920.364


 1132,	77829.751,46159.622,7480.601


 1133,	77829.751,42846.943,7984.924


 1134,	77829.751,44364.456,9192.129


 1135,	77829.751,42433.610,10744.916


 1136,	77829.751,43029.207,8576.060


 1137,	77829.751,43614.359,9693.931


 1138,	77829.751,44899.148,8766.709


 1139,	77829.751,44373.123,7532.147


 1140,	77829.751,43685.321,6652.894


 1141,	77829.751,45469.505,7696.564


 1142,	77829.751,45288.296,7988.796


 1143,	77829.751,43530.413,8575.143


 1144,	77829.751,43649.388,9987.438


 1145,	77829.751,45231.809,9579.813


 1146,	77829.751,44406.313,9623.100


 1147,	77829.751,47539.081,7979.124


 1148,	77829.751,48080.472,7886.108


 1149,	77829.751,50241.510,8191.201


 1150,	80076.223,48255.176,7196.986


 1151,	80076.223,47397.290,8472.734


 1152,	80076.223,45688.156,9183.915


 1153,	80076.223,46836.424,8795.219


 1154,	80076.223,43626.221,9453.493


 1155,	80076.223,42217.737,9345.040


 1156,	80076.223,41645.171,10274.918


 1157,	80076.223,41585.347,9080.841


 1158,	80076.223,41917.456,8714.438


 1159,	80076.223,42080.337,10499.645


 1160,	80076.223,42950.702,9327.378


 1161,	80076.223,42342.448,7001.005


 1162,	80076.223,39540.128,7795.537


 1163,	80076.223,41484.144,7721.659


 1164,	80076.223,39255.012,10277.690


 1165,	80076.223,38960.453,9141.825


 1166,	80076.223,41744.757,9099.505


 1167,	80076.223,43862.413,8682.336


 1168,	80076.223,43923.272,8783.351


 1169,	80076.223,45526.414,9497.160


 1170,	80076.223,42839.842,8938.708


 1171,	80076.223,44092.168,10668.387


 1172,	80076.223,44658.613,9337.039


 1173,	80076.223,45994.144,10233.708


 1174,	80076.223,45349.401,10864.087


 1175,	80076.223,43979.824,9730.481


 1176,	80076.223,44200.680,9221.092


 1177,	80076.223,44413.739,8160.607


 1178,	80076.223,42199.570,9770.265
