number	value fitness deviation


 8094,	771918.271,42481.832,8175.250


 8095,	771918.271,41047.618,8690.509


 8096,	771918.271,41281.781,9168.219


 8097,	771918.271,39253.854,10255.875


 8098,	771918.271,42310.552,8734.023


 8099,	771918.271,44075.237,9645.610


 8100,	771918.271,45606.464,10581.213


 8101,	771918.271,45282.823,9142.805


 8102,	771918.271,43491.836,8463.928


 8103,	771918.271,44721.540,9047.465


 8104,	771918.271,45544.336,9876.525


 8105,	771918.271,44945.612,9151.428


 8106,	771918.271,44842.810,7613.354


 8107,	771918.271,42834.343,9643.469


 8108,	771918.271,41867.737,9967.449


 8109,	771918.271,40974.003,10197.564


 8110,	771918.271,41816.331,7745.145


 8111,	771918.271,41573.859,9486.023


 8112,	771918.271,45213.651,8931.989


 8113,	771918.271,41533.639,9255.777


 8114,	771918.271,38951.379,9419.707


 8115,	771918.271,41039.935,8025.291


 8116,	771918.271,38432.400,8180.172


 8117,	771918.271,41884.427,10300.255


 8118,	771918.271,45299.051,10841.369


 8119,	771918.271,43199.370,12267.926


 8120,	771918.271,42231.686,10776.377


 8121,	771918.271,43182.653,7009.728


 8122,	771918.271,41309.514,9682.175


 8123,	771918.271,39227.226,7163.534


 8124,	771918.271,38827.119,6787.221


 8125,	771918.271,38465.475,10110.279


 8126,	771918.271,39481.185,9272.828


 8127,	771918.271,40985.984,9692.396


 8128,	771918.271,40846.693,10239.874


 8129,	771918.271,39757.161,10691.924


 8130,	771918.271,38359.758,9205.288


 8131,	771918.271,39242.520,8381.374


 8132,	771918.271,40873.035,8569.404


 8133,	771918.271,43238.532,7217.280


 8134,	771918.271,42758.646,7141.023


 8135,	771918.271,41329.425,8281.361


 8136,	771918.271,40164.677,8210.559


 8137,	771918.271,40163.131,7978.902


 8138,	771918.271,38233.838,8387.576


 8139,	771918.271,39704.402,9613.559


 8140,	771918.271,39463.092,8969.644


 8141,	771918.271,40750.962,8405.146


 8142,	771918.271,42798.477,7599.038


 8143,	771918.271,42181.497,6901.361


 8144,	771918.271,41840.560,6931.806


 8145,	771918.271,41497.593,7313.574


 8146,	771918.271,40979.530,7164.440


 8147,	771918.271,43495.288,9215.676


 8148,	771918.271,42633.409,11456.165


 8149,	771918.271,41046.389,10265.294


 8150,	771918.271,40258.190,8060.837


 8151,	771918.271,39893.542,6944.306


 8152,	771918.271,39636.699,7914.989


 8153,	771918.271,40410.820,7846.413


 8154,	771918.271,41629.907,8294.517


 8155,	771918.271,40402.411,7788.254


 8156,	771918.271,38951.332,6875.974


 8157,	771918.271,39145.681,8063.634


 8158,	771918.271,39039.960,7565.625


 8159,	771918.271,39361.032,7132.181


 8160,	771918.271,38068.861,8347.025


 8161,	771918.271,38898.338,9210.570


 8162,	771918.271,40908.234,9351.203


 8163,	771918.271,42523.373,9793.902


 8164,	771918.271,43429.491,8825.059


 8165,	771918.271,44198.264,9507.178


 8166,	771918.271,44407.710,8498.291


 8167,	771918.271,44499.737,8922.407


 8168,	771918.271,47030.359,8875.819


 8169,	771918.271,48108.965,6998.569


 8170,	771918.271,47520.600,7279.472


 8171,	771918.271,45582.146,8051.058


 8172,	771918.271,42948.159,7056.560


 8173,	771918.271,43175.012,9970.650


 8174,	771918.271,43555.289,7769.653


 8175,	771918.271,43803.970,8112.092


 8176,	771918.271,43675.623,9086.407


 8177,	771918.271,41486.289,9650.558


 8178,	771918.271,40805.087,11666.279


 8179,	771918.271,39492.801,10224.942


 8180,	771918.271,40696.655,11170.992


 8181,	771918.271,42021.169,12316.126


 8182,	771918.271,44956.291,8351.268


 8183,	771918.271,44849.877,7750.318


 8184,	771918.271,45047.195,8981.042


 8185,	771918.271,46499.696,8151.793


 8186,	771918.271,46001.371,12362.801


 8187,	771918.271,46585.174,11037.168


 8188,	771918.271,45391.018,10115.300


 8189,	771918.271,45489.787,12135.039


 8190,	771918.271,45711.874,10418.136


 8191,	771918.271,43833.692,8452.980


 8192,	771918.271,41484.449,10740.775


 8193,	771918.271,42281.989,10033.067


 8194,	771918.271,41499.288,10984.256


 8195,	771918.271,42798.041,11634.050


 8196,	771918.271,41319.655,8072.626


 8197,	771918.271,42758.719,8733.411


 8198,	771918.271,42690.292,11090.780


 8199,	771918.271,46400.227,7709.517


 8200,	771918.271,46737.028,10517.539


 8201,	771918.271,47129.646,11710.323


 8202,	771918.271,48078.591,8845.961


 8203,	771918.271,48189.651,9288.436


 8204,	771918.271,47593.946,10067.308


 8205,	771918.271,44851.553,7717.184


 8206,	771918.271,45200.369,6252.855


 8207,	771918.271,44414.742,8472.145


 8208,	771918.271,46120.995,9102.527


 8209,	771918.271,46079.098,8934.313


 8210,	771918.271,43511.987,10354.343


 8211,	771918.271,44030.008,7968.375


 8212,	771918.271,46845.396,8522.439


 8213,	771918.271,45702.257,9366.234


 8214,	771918.271,45807.422,8387.814


 8215,	771918.271,47233.964,11485.706


 8216,	771918.271,49957.476,8427.275


 8217,	771918.271,47873.867,6091.296


 8218,	771918.271,48225.230,6929.721


 8219,	771918.271,48291.299,9966.884


 8220,	771918.271,46400.843,10324.028


 8221,	771918.271,47530.263,14487.970


 8222,	771918.271,46924.750,11171.720


 8223,	771918.271,47242.118,11711.469


 8224,	771918.271,49328.630,10717.393


 8225,	771918.271,46089.533,11043.292


 8226,	771918.271,46037.892,10310.845


 8227,	771918.271,46924.048,10852.098


 8228,	771918.271,47605.417,11961.831


 8229,	771918.271,50947.010,11192.383


 8230,	771918.271,50430.805,11931.752


 8231,	771918.271,48223.335,12543.310


 8232,	771918.271,51031.747,9518.010


 8233,	771918.271,50449.964,8340.332


 8234,	771918.271,48687.218,6950.684


 8235,	771918.271,47117.477,7488.187


 8236,	771918.271,50208.466,8369.221


 8237,	771918.271,47848.442,10864.966


 8238,	771918.271,49729.227,11367.899


 8239,	771918.271,47923.131,9670.073


 8240,	771918.271,44892.036,9692.449


 8241,	771918.271,45771.378,11351.900


 8242,	771918.271,46464.707,11645.059


 8243,	771918.271,44667.804,9456.788


 8244,	771918.271,44916.984,10780.372


 8245,	771918.271,43848.178,10616.547


 8246,	771918.271,44182.210,9248.585


 8247,	771918.271,45661.621,9106.057


 8248,	771918.271,48326.216,9156.869


 8249,	771918.271,47237.710,8638.820


 8250,	771918.271,46763.175,9765.129


 8251,	771918.271,48339.817,9625.516


 8252,	771918.271,47047.489,11666.840


 8253,	771918.271,47183.197,8527.336


 8254,	771918.271,43470.167,8769.568


 8255,	771918.271,42605.310,7968.125


 8256,	771918.271,41333.540,8128.537


 8257,	771918.271,38656.522,6924.018


 8258,	771918.271,38620.447,6896.871


 8259,	771918.271,39305.729,7911.929


 8260,	771918.271,40416.807,7386.386


 8261,	771918.271,40043.124,7385.964


 8262,	771918.271,39710.546,8180.892


 8263,	771918.271,40735.216,8843.977


 8264,	771918.271,40718.734,8470.554


 8265,	771918.271,40828.851,7900.292


 8266,	771918.271,42092.749,10655.654


 8267,	771918.271,42423.409,7442.368


 8268,	771918.271,41311.063,5732.222


 8269,	771918.271,42504.924,8211.537


 8270,	771918.271,39643.159,8691.515


 8271,	771918.271,40683.313,6723.217


 8272,	771918.271,40021.987,7903.239


 8273,	771918.271,40078.953,9724.547


 8274,	771918.271,40097.651,9244.707


 8275,	771918.271,43309.567,7895.938


 8276,	771918.271,44633.412,8916.188


 8277,	771918.271,45389.648,6671.764


 8278,	771918.271,43704.818,8398.534


 8279,	771918.271,43775.037,7337.633


 8280,	771918.271,41168.865,8098.384


 8281,	771918.271,41833.362,11084.686


 8282,	771918.271,43600.804,11515.635


 8283,	771918.271,42773.653,10185.999


 8284,	771918.271,45710.624,8707.838


 8285,	771918.271,46241.996,9308.746


 8286,	771918.271,43133.002,7709.978


 8287,	771918.271,42646.279,5859.437


 8288,	771918.271,44866.761,6530.766


 8289,	771918.271,42025.417,8154.096


 8290,	771918.271,42896.462,8154.326


 8291,	771918.271,43513.613,11629.387


 8292,	771918.271,41771.586,10966.208


 8293,	771918.271,41600.703,9797.853


 8294,	771918.271,46134.623,10243.931


 8295,	771918.271,45501.032,9716.691


 8296,	771918.271,45622.884,8627.579


 8297,	771918.271,43605.930,7454.743


 8298,	771918.271,42728.083,7143.605


 8299,	771918.271,43703.053,7513.561


 8300,	771918.271,41960.507,8800.787


 8301,	771918.271,42138.166,10141.924


 8302,	771918.271,42632.235,9999.890


 8303,	771918.271,44989.042,11653.836


 8304,	771918.271,47333.289,11758.946


 8305,	771918.271,50595.794,10765.418


 8306,	771918.271,48042.173,12313.503


 8307,	771918.271,49950.499,11107.665


 8308,	771918.271,48009.855,10631.735


 8309,	771918.271,47756.555,10859.639


 8310,	771918.271,48288.340,11791.812


 8311,	771918.271,47178.866,11536.782


 8312,	771918.271,48323.101,10329.163


 8313,	771918.271,47399.275,9508.190


 8314,	771918.271,46225.711,8534.162


 8315,	771918.271,46597.896,9169.874


 8316,	771918.271,45385.822,8639.691


 8317,	771918.271,43386.935,8085.186


 8318,	771918.271,44240.203,9386.124


 8319,	771918.271,44337.699,9459.431


 8320,	771918.271,45480.100,8010.279


 8321,	771918.271,47352.445,7439.756


 8322,	771918.271,44697.783,8531.782


 8323,	771918.271,42912.002,7481.891


 8324,	771918.271,45254.636,10840.080


 8325,	771918.271,46668.890,10119.930


 8326,	771918.271,41989.204,6792.043


 8327,	771918.271,42100.378,9281.963


 8328,	771918.271,41716.125,9357.249


 8329,	771918.271,41588.782,9305.786


 8330,	771918.271,42450.904,8165.294


 8331,	771918.271,42759.809,7243.962


 8332,	771918.271,44557.099,10608.776


 8333,	771918.271,47155.888,10463.913


 8334,	771918.271,47849.492,9854.968


 8335,	771918.271,46198.614,9191.195


 8336,	771918.271,44928.342,7915.023


 8337,	771918.271,42767.364,8780.981


 8338,	771918.271,41865.182,7332.686


 8339,	771918.271,40627.958,8782.465


 8340,	771918.271,42606.368,9292.325


 8341,	771918.271,43557.614,7757.369


 8342,	771918.271,44323.380,8062.145


 8343,	771918.271,42150.115,6509.026


 8344,	771918.271,42287.743,7117.322


 8345,	771918.271,43957.931,6358.429


 8346,	771918.271,41239.943,6467.198


 8347,	771918.271,39329.765,7664.668


 8348,	771918.271,40175.144,8668.380


 8349,	771918.271,40065.964,9072.780


 8350,	771918.271,41241.751,7908.700


 8351,	771918.271,41969.291,8016.651


 8352,	771918.271,44928.338,9124.105


 8353,	771918.271,43215.364,8667.866


 8354,	771918.271,45324.260,7505.635


 8355,	771918.271,43854.424,6310.232


 8356,	771918.271,42342.221,6728.846


 8357,	771918.271,40999.355,7226.090


 8358,	771918.271,40359.628,5885.770


 8359,	771918.271,38317.601,7710.778


 8360,	771918.271,37888.699,6531.977


 8361,	771918.271,38980.456,9426.934


 8362,	771918.271,39228.260,8309.201


 8363,	771918.271,40252.669,8145.224


 8364,	771918.271,43578.883,10014.533


 8365,	771918.271,42824.164,8510.476


 8366,	771918.271,43134.387,8700.575


 8367,	771918.271,44496.447,6890.383


 8368,	771918.271,43226.261,6980.930


 8369,	771918.271,42811.251,8800.492


 8370,	771918.271,43859.962,8402.278


 8371,	771918.271,41250.665,7650.076


 8372,	771918.271,40500.893,7216.779


 8373,	771918.271,39857.919,7297.268


 8374,	771918.271,41431.829,6281.525


 8375,	771918.271,41159.277,7810.168


 8376,	771918.271,43127.469,8793.179


 8377,	771918.271,43794.394,9717.557


 8378,	771918.271,44645.096,10797.690


 8379,	771918.271,47651.297,10175.665


 8380,	771918.271,46770.755,10067.488


 8381,	771918.271,46606.001,10180.703


 8382,	771918.271,47238.465,7855.131


 8383,	771918.271,48644.564,9715.228


 8384,	771918.271,46967.470,10503.242


 8385,	771918.271,45170.628,8691.897


 8386,	771918.271,42185.659,10386.671


 8387,	771918.271,42056.169,10019.042


 8388,	771918.271,42119.109,9692.689


 8389,	771918.271,40938.210,8756.348


 8390,	771918.271,42465.171,11348.982


 8391,	771918.271,42857.753,10902.363


 8392,	771918.271,44349.315,8667.836


 8393,	771918.271,44248.957,9137.742


 8394,	771918.271,42674.200,9853.235


 8395,	771918.271,41816.357,8274.083


 8396,	771918.271,42428.639,10527.876


 8397,	771918.271,43410.887,9969.303


 8398,	771918.271,43682.509,8956.042


 8399,	771918.271,44581.738,8703.840


 8400,	771918.271,45011.898,9367.721


 8401,	771918.271,45937.895,8885.070


 8402,	771918.271,45095.949,7492.388


 8403,	771918.271,45415.272,8580.969


 8404,	771918.271,44169.841,7330.599


 8405,	771918.271,42699.558,8705.210


 8406,	771918.271,42933.498,8536.146


 8407,	771918.271,43634.044,8190.557


 8408,	771918.271,43753.453,8964.484


 8409,	771918.271,44708.674,10631.144


 8410,	771918.271,48151.068,10326.309


 8411,	771918.271,49226.243,9774.744


 8412,	771918.271,52465.827,8571.744


 8413,	771918.271,51683.709,6902.679


 8414,	771918.271,52523.182,7945.575


 8415,	771918.271,49118.515,9174.681


 8416,	771918.271,48283.378,8602.404


 8417,	771918.271,48464.976,7758.895


 8418,	771918.271,46418.585,9824.122


 8419,	771918.271,47405.867,9786.170


 8420,	771918.271,48359.748,8914.541


 8421,	771918.271,48943.762,8577.313


 8422,	771918.271,48374.947,5827.890


 8423,	771918.271,47212.870,7830.885


 8424,	771918.271,46912.179,6734.995


 8425,	771918.271,45475.679,8142.290


 8426,	771918.271,48336.598,9021.576


 8427,	771918.271,47030.803,8995.076


 8428,	771918.271,45036.117,9920.439


 8429,	771918.271,46151.867,8663.887


 8430,	771918.271,47686.165,9967.154


 8431,	771918.271,47662.768,11375.221


 8432,	771918.271,48254.205,11024.132


 8433,	771918.271,48101.838,9341.127


 8434,	771918.271,47311.634,9893.275


 8435,	771918.271,48698.885,8503.706


 8436,	771918.271,44131.166,9217.376


 8437,	771918.271,42624.177,8866.115


 8438,	771918.271,42885.318,9000.080


 8439,	771918.271,43761.598,10540.168


 8440,	771918.271,41189.493,8242.204


 8441,	771918.271,38619.432,7970.920


 8442,	771918.271,39845.539,8524.814


 8443,	771918.271,41642.579,11251.528


 8444,	771918.271,42032.717,10112.247


 8445,	771918.271,42036.182,9114.871


 8446,	771918.271,43032.282,9400.510


 8447,	771918.271,45007.384,9724.252


 8448,	771918.271,48455.464,8420.076


 8449,	771918.271,48525.753,8918.710


 8450,	771918.271,45194.436,9009.012


 8451,	771918.271,45608.423,7639.186


 8452,	771918.271,46920.399,8485.154


 8453,	771918.271,43887.758,8377.448


 8454,	771918.271,43828.251,8516.447


 8455,	771918.271,43268.894,7898.654


 8456,	771918.271,44733.938,9068.257


 8457,	771918.271,44509.719,7261.784


 8458,	771918.271,44556.922,8273.889


 8459,	771918.271,42068.095,7165.126


 8460,	771918.271,42964.882,7650.790


 8461,	771918.271,40606.407,9632.622


 8462,	771918.271,42957.297,6654.609


 8463,	771918.271,44241.278,7880.350


 8464,	771918.271,43129.887,7007.951


 8465,	771918.271,44057.663,7420.760


 8466,	771918.271,42161.726,8589.030


 8467,	771918.271,42374.204,7448.627


 8468,	771918.271,43688.838,7114.094


 8469,	771918.271,45228.391,9204.048


 8470,	771918.271,48129.883,9867.739


 8471,	771918.271,46975.403,9357.746


 8472,	771918.271,47516.894,9091.348


 8473,	771918.271,47226.726,9543.372


 8474,	771918.271,45334.489,11429.385


 8475,	771918.271,44541.582,10398.902


 8476,	771918.271,48618.009,11100.910


 8477,	771918.271,49888.584,8556.714


 8478,	771918.271,50758.353,8160.637


 8479,	771918.271,47643.524,9539.966


 8480,	771918.271,48204.266,9305.702


 8481,	771918.271,46591.433,8308.756


 8482,	771918.271,43548.288,8759.038


 8483,	771918.271,41854.212,10396.395


 8484,	771918.271,41681.136,10954.211


 8485,	771918.271,43138.347,9791.042


 8486,	771918.271,41787.418,9078.548


 8487,	771918.271,40397.962,7731.162


 8488,	771918.271,39291.779,8228.156


 8489,	771918.271,38758.137,8678.413


 8490,	771918.271,42345.933,10235.754


 8491,	771918.271,43573.442,9541.068


 8492,	771918.271,43984.959,10505.540


 8493,	771918.271,43635.512,9908.595


 8494,	771918.271,41575.509,10530.714


 8495,	771918.271,43031.910,10754.278


 8496,	771918.271,43395.654,11306.572


 8497,	771918.271,44008.898,9521.338


 8498,	771918.271,46118.465,8016.936


 8499,	771918.271,44061.978,8626.981


 8500,	771918.271,44099.940,8068.519


 8501,	771918.271,42360.150,7267.104


 8502,	771918.271,41285.253,9302.988


 8503,	771918.271,43166.401,11673.956


 8504,	771918.271,40810.153,10461.603


 8505,	771918.271,40984.062,7684.081


 8506,	771918.271,42063.161,9388.324


 8507,	771918.271,44796.950,10222.256


 8508,	771918.271,45558.742,8565.925


 8509,	771918.271,45868.588,8934.263


 8510,	771918.271,44286.406,9297.332


 8511,	771918.271,45060.676,10084.648


 8512,	771918.271,47660.386,10934.246


 8513,	771918.271,46290.075,10396.390


 8514,	771918.271,46085.972,10248.846


 8515,	771918.271,46806.297,10653.217


 8516,	771918.271,47937.185,13339.206


 8517,	771918.271,46785.089,10565.570


 8518,	771918.271,44642.128,8854.071


 8519,	771918.271,44610.036,10042.876


 8520,	771918.271,43428.423,7904.836


 8521,	771918.271,42031.395,10878.654


 8522,	771918.271,40797.173,11144.337


 8523,	771918.271,40976.933,9749.704


 8524,	771918.271,42211.708,9370.987


 8525,	771918.271,42327.093,7942.197


 8526,	771918.271,42819.086,9032.732


 8527,	771918.271,41441.617,8107.844


 8528,	771918.271,40460.202,8912.052


 8529,	771918.271,42558.879,10046.487


 8530,	771918.271,41903.925,9632.835


 8531,	771918.271,42382.934,9542.394


 8532,	771918.271,43798.491,8930.112


 8533,	771918.271,44414.379,7836.120


 8534,	771918.271,44922.065,7059.778


 8535,	771918.271,43556.149,10694.373


 8536,	771918.271,42268.262,10446.771


 8537,	771918.271,40667.767,8652.053


 8538,	771918.271,41615.640,7578.051


 8539,	771918.271,40253.063,10234.759


 8540,	771918.271,43655.059,11154.418


 8541,	771918.271,43038.160,12246.788


 8542,	771918.271,41058.945,12642.370


 8543,	771918.271,43441.470,11535.389


 8544,	771918.271,42375.926,10346.429


 8545,	771918.271,42248.017,10669.248


 8546,	771918.271,42761.096,10324.369


 8547,	771918.271,46460.218,8650.402


 8548,	771918.271,44762.150,9794.282


 8549,	771918.271,46608.257,10427.648


 8550,	771918.271,45620.913,8635.587


 8551,	771918.271,44984.713,9314.262


 8552,	771918.271,43432.135,9279.858


 8553,	771918.271,43775.087,8983.338


 8554,	771918.271,43658.068,9887.234


 8555,	771918.271,42090.079,7710.692


 8556,	771918.271,42178.079,9020.783


 8557,	771918.271,42031.603,9280.960


 8558,	771918.271,41254.788,8625.672


 8559,	771918.271,41482.875,9719.301


 8560,	771918.271,40959.397,8442.667


 8561,	771918.271,40971.714,7251.683


 8562,	771918.271,39546.980,6158.275


 8563,	771918.271,40428.099,7230.483


 8564,	771918.271,41612.306,9049.233


 8565,	771918.271,44704.982,10752.312


 8566,	771918.271,44545.535,8418.821


 8567,	771918.271,44669.118,7065.818


 8568,	771918.271,43138.358,9097.374


 8569,	771918.271,41781.979,8342.320


 8570,	771918.271,40547.154,10081.157


 8571,	771918.271,40947.768,9914.905


 8572,	771918.271,38189.428,8815.889


 8573,	771918.271,38327.124,11707.053


 8574,	771918.271,39983.644,11047.650


 8575,	771918.271,39956.488,8298.077


 8576,	771918.271,41812.325,8181.342


 8577,	771918.271,42881.404,7317.501


 8578,	771918.271,43985.601,6409.433


 8579,	771918.271,43345.140,8072.657


 8580,	771918.271,47128.611,9162.349


 8581,	771918.271,45944.642,8049.939


 8582,	771918.271,46242.282,9539.708


 8583,	771918.271,46633.755,8910.055


 8584,	771918.271,47391.441,8879.797


 8585,	771918.271,49007.899,10548.605


 8586,	771918.271,48628.323,8407.176


 8587,	771918.271,49099.013,9627.597


 8588,	771918.271,46105.083,9187.008


 8589,	771918.271,44919.647,8278.492


 8590,	771918.271,43277.673,8999.152


 8591,	771918.271,42141.364,11083.322


 8592,	771918.271,42363.417,8672.868


 8593,	771918.271,40680.748,11020.293


 8594,	771918.271,41580.112,10545.967


 8595,	771918.271,43487.109,9425.669


 8596,	771918.271,41041.445,7172.301


 8597,	771918.271,38900.078,10130.990


 8598,	771918.271,40055.797,8390.563


 8599,	771918.271,38985.357,9235.036


 8600,	771918.271,41327.349,5906.564


 8601,	771918.271,40635.515,7695.643


 8602,	771918.271,41154.477,7841.881


 8603,	771918.271,44211.273,9267.827


 8604,	771918.271,44690.682,8051.775


 8605,	771918.271,42727.170,9261.626


 8606,	771918.271,43746.102,8312.677


 8607,	771918.271,42576.017,11907.135


 8608,	771918.271,43852.759,8918.662


 8609,	771918.271,43780.920,9339.219


 8610,	771918.271,44148.878,11316.030


 8611,	771918.271,42895.767,10728.598


 8612,	771918.271,43482.580,8637.763


 8613,	771918.271,43256.744,7387.817


 8614,	771918.271,43090.712,7205.051


 8615,	771918.271,42243.195,7528.249


 8616,	771918.271,39659.293,7723.341


 8617,	771918.271,37864.994,6929.459


 8618,	771918.271,38050.103,7403.533


 8619,	771918.271,41382.222,7937.950


 8620,	771918.271,42989.807,7907.991


 8621,	771918.271,43470.686,7574.871


 8622,	771918.271,39447.831,7311.120


 8623,	771918.271,41220.685,8632.350


 8624,	771918.271,42996.142,8688.594


 8625,	771918.271,44512.284,7408.525


 8626,	771918.271,43178.661,7381.622


 8627,	771918.271,45712.177,9625.917


 8628,	771918.271,43712.673,8151.478


 8629,	771918.271,42399.664,8955.391


 8630,	771918.271,38508.849,8379.521


 8631,	771918.271,37886.052,7644.025


 8632,	771918.271,34953.410,6764.502


 8633,	771918.271,35115.281,6604.054


 8634,	771918.271,36115.009,7684.268


 8635,	771918.271,35720.161,7496.589


 8636,	771918.271,34148.833,8598.663


 8637,	771918.271,34111.241,6548.277


 8638,	771918.271,35283.885,9109.388


 8639,	771918.271,38296.104,10494.976


 8640,	771918.271,40115.395,9836.700


 8641,	771918.271,42881.645,9305.500


 8642,	771918.271,43066.845,9591.328


 8643,	771918.271,42617.801,12711.022


 8644,	771918.271,43429.870,13109.292


 8645,	771918.271,44269.611,11274.999


 8646,	771918.271,43544.311,9148.217


 8647,	771918.271,43067.193,9508.131


 8648,	771918.271,42466.407,7038.689


 8649,	771918.271,41431.730,6722.924


 8650,	771918.271,41855.655,8178.091


 8651,	771918.271,39609.521,8005.853


 8652,	771918.271,41898.864,7850.057


 8653,	771918.271,41970.551,8625.758


 8654,	771918.271,45430.545,10217.437


 8655,	771918.271,48087.343,8649.852


 8656,	771918.271,44480.555,7748.895


 8657,	771918.271,44327.539,9796.579


 8658,	771918.271,44265.320,11476.774


 8659,	771918.271,42612.032,10477.946


 8660,	771918.271,41412.822,10283.236


 8661,	771918.271,42848.909,9946.687


 8662,	771918.271,41288.435,10946.709


 8663,	771918.271,40043.595,9836.787


 8664,	771918.271,41285.715,7589.088


 8665,	771918.271,40222.136,7885.970


 8666,	771918.271,39530.499,8688.961


 8667,	771918.271,38916.791,8099.000


 8668,	771918.271,38776.389,8005.126


 8669,	771918.271,40520.919,7635.349


 8670,	771918.271,41602.996,9632.304


 8671,	771918.271,39110.456,8342.104


 8672,	771918.271,39530.394,5971.446


 8673,	771918.271,40238.673,7679.711


 8674,	771918.271,41153.575,6964.918


 8675,	771918.271,42856.104,8979.217


 8676,	771918.271,41948.809,10406.823


 8677,	771918.271,44196.419,10138.904


 8678,	771918.271,44018.264,8922.264


 8679,	771918.271,45282.323,7626.730


 8680,	771918.271,44796.660,5539.424


 8681,	771918.271,43333.210,8322.073


 8682,	771918.271,43504.663,8904.492


 8683,	771918.271,43477.659,8891.984


 8684,	771918.271,42401.015,11562.443


 8685,	771918.271,44049.680,9420.142


 8686,	771918.271,41967.035,10051.303


 8687,	771918.271,44184.541,11424.204


 8688,	771918.271,46314.384,10313.128


 8689,	771918.271,45811.098,9776.349


 8690,	771918.271,45936.021,6550.810


 8691,	771918.271,45285.430,7560.166


 8692,	771918.271,44678.638,6481.552


 8693,	771918.271,45713.485,6983.119


 8694,	771918.271,44947.109,8629.021


 8695,	771918.271,45422.807,8254.957


 8696,	771918.271,45058.201,8748.270


 8697,	771918.271,45082.616,9847.338


 8698,	771918.271,45013.141,8006.150


 8699,	771918.271,45336.363,7334.463


 8700,	771918.271,43089.218,8804.969


 8701,	771918.271,42048.590,6442.471


 8702,	771918.271,41974.423,7289.547


 8703,	771918.271,40125.394,7518.613


 8704,	771918.271,40912.410,7243.465


 8705,	771918.271,41515.975,8851.151


 8706,	771918.271,43560.963,9293.501


 8707,	771918.271,44203.555,8710.342


 8708,	771918.271,45268.849,7187.793


 8709,	771918.271,47381.723,8343.906


 8710,	771918.271,47749.207,8710.136


 8711,	771918.271,44659.327,8875.184


 8712,	771918.271,42938.995,6609.444


 8713,	771918.271,42343.077,7578.185


 8714,	771918.271,44977.467,6227.376


 8715,	771918.271,44090.191,7424.711


 8716,	771918.271,41250.189,7875.630


 8717,	771918.271,42331.493,8649.052


 8718,	771918.271,44289.537,9209.452


 8719,	771918.271,41918.514,7943.446


 8720,	771918.271,42265.990,6967.794


 8721,	771918.271,43614.137,5967.339


 8722,	771918.271,43372.844,6674.053


 8723,	771918.271,40043.962,9169.658


 8724,	771918.271,41854.711,9715.322


 8725,	771918.271,40695.424,12076.997


 8726,	771918.271,42397.198,11921.020


 8727,	771918.271,45001.272,11009.227


 8728,	771918.271,44437.833,13352.600


